"","Column","Row","RefNumber","Name.Append","Name","ID","ControlType","TopHit","Correct.Accession.number","Accession","Probe","blast2go.Seq.Description","NCBI.Accession.name","Gene","Gene.Code","Probe.Group","Modified.Probe.Group","Function","FC","Species.Detail","Species.Group","X","X.1","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CUST_33_PI426232940",63,38,5476,"31505712_AY289692.1","31505712_AY289692.1_88-912","CUST_33_PI426232940","FALSE","gi|31505712_AY289692.1_88-912","AY289692.1","AY289692.1","AY289692","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.0165619041158998,7.97565536268676,-0.0847261661939237,0.934645654023692,1,-5.64160283355385
"CUST_285_PI426232940",71,82,4142,"288950312_GQ501383.1","288950312_GQ501383.1_22-465","CUST_285_PI426232940","FALSE","gi|288950312_GQ501383.1_22-465","GQ501383.1","GQ501383.1","GQ501383","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (cox1)","cytochrome c oxidase subunit I (MT-CO1)","","ETC","respiration","cellular respiration","NCF","Symbiodinium sp.","zooxanthellae",NA,NA,-0.0167457213476121,6.08371744183284,-0.0827317632134735,0.936180047652934,1,-5.64176828483774
"CUST_247_PI426246026",81,116,2485,"238820527_FJ966875.1","238820527_FJ966875.1_67-672","CUST_247_PI426246026","FALSE","gi|238820527_FJ966875.1_67-672","FJ966875.1","FJ966875.1","FJ966875","cytochrome oxidase subunit i","cytochrome oxidase subunit I","cytochrome oxidase subunit I","","ETC","respiration","cellular respiration","NCF","Acropora millepora","coral",NA,NA,0.0300966174250754,0.627619012377713,0.0824498270164614,0.936396978446144,1,-5.6417913563497
"CUST_36_PI426264527",70,73,4392,"222792000_EZ020388.1","222792000_EZ020388.1_1-462","CUST_36_PI426264527","FALSE","gi|222792000_EZ020388.1_1-462","EZ020388.1","EZ020388.1","EZ020388","purine nucleoside phosphorylase","Purine nucleoside phosphorylase (NP","Purine nucleoside phosphorylase (NP","","immune response","response to xenobiotic","metabolism","MF","Acropora millepora","coral",NA,NA,-0.0396091165370206,0.74260389035249,-0.0816558129864539,0.937007948959305,1,-5.64185591000932
"CUST_1465_PI426227498",69,115,4535,"222803129_EZ031517.1","222803129_EZ031517.1_120-1378","CUST_1465_PI426227498","FALSE","gi|222803129_EZ031517.1_120-1378","EZ031517.1","EZ031517.1","EZ031517","casein kinase alpha 1","Casein kinase I isoform alpha (CSNK1A1)","Casein kinase I isoform alpha (CSNK1A1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0236266913634955,0.180429540376094,0.0813561427441389,0.937238548073996,1,-5.64188011126733
"CUST_12_PI426264527",96,87,121,"222797612_EZ026000.1","222797612_EZ026000.1_103-264","CUST_12_PI426264527","FALSE","gi|222797612_EZ026000.1_103-264","EZ026000.1","EZ026000.1","EZ026000","adenosine a2a receptor","Adenosine receptor A2a (Adora2a)","Adenosine receptor A2a (Adora2a)","","G protein-coupled receptor","response to stimulus_apoptosis_inflammation","signaling","MF","Acropora millepora","coral",NA,NA,0.0255450726441082,0.468989457809406,0.0813102331779104,0.937273876485238,1,-5.64188381106207
"CUST_2_PI426244589",66,83,5043,"222794710_EZ023098.1","222794710_EZ023098.1_17-553","CUST_2_PI426244589","FALSE","gi|222794710_EZ023098.1_17-553","EZ023098.1","EZ023098.1","EZ023098","lamin b1","Lamin-B1 (Lmnb1)","Lamin-B1 (Lmnb1)","","adhesion_celljunction","(revisit)","signaling","NCF","Acropora millepora","coral",NA,NA,0.0321178769180207,0.471454259412123,0.0802479668791475,0.938091354956383,1,-5.64196883568968
"CUST_157_PI426266615",80,119,2729,"AY532062_423_457","AY532062_423_457","CUST_157_PI426266615","FALSE","","AY532062","AY532062.1","AY532062","","zinc finger transcription factor (snail)","zinc finger transcription factor (snail)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.0254016864348672,0.299514945217244,0.0801805225839943,0.938143260107855,1,-5.64197419630729
"CUST_27_PI426266278",67,76,4801,"222784688_EZ013328.1","222784688_EZ013328.1_98-1026","CUST_27_PI426266278","FALSE","gi|222784688_EZ013328.1_98-1026","EZ013328.1","EZ013328.1","EZ013328","peroxisomal biogenesis factor 3","Peroxisomal biogenesis factor 3 (PEX3)","Peroxisomal biogenesis factor 3 (PEX3)","","peroxisomal","protein binding_peroxisome biogenesis","transport","MF","Acropora millepora","coral",NA,NA,0.0254016864348672,0.299514945217244,0.0801805225839943,0.938143260107855,1,-5.64197419630729
"CUST_58_PI426266278",93,128,511,"222790560_EZ018948.1","222790560_EZ018948.1_259-1483","CUST_58_PI426266278","FALSE","gi|222790560_EZ018948.1_259-1483","EZ018948.1","EZ018948.1","EZ018948","peroxisomal -enoyl- isomerase protein","Peroxisomal 3,2-trans-enoyl-CoA isomerase (PECI)","Peroxisomal 3,2-trans-enoyl-CoA isomerase (PECI)","","peroxisomal","fatty acid catabolic process_receptor binding","signaling","MF","Acropora millepora","coral",NA,NA,-0.028657221096039,0.60794337373177,-0.0798601516610366,0.938389821998642,1,-5.64199959863693
"CUST_165_PI426266615",92,93,774,"AY841903_1259_1294","AY841903_1259_1294","CUST_165_PI426266615","FALSE","","AY841903","AY841903.1","AY841903","","protein-tyrosine kinase (FAK), aka PTK2","protein-tyrosine kinase (FAK), aka PTK2","","cellular ion homeostasis","cell adhesion_apoptosis_motility","signaling","MF","Hydra magnipapillata","hydrozoa",NA,NA,-0.038733778004525,0.724898090984324,-0.079618672767212,0.938575672203195,1,-5.64201867849471
"CUST_84_PI426226825",96,146,10,"222780698_EZ009369.1","222780698_EZ009369.1_54-548","CUST_84_PI426226825","FALSE","gi|222780698_EZ009369.1_54-548","EZ009369.1","EZ009369.1","EZ009369","cleft lip and palate transmembrane protein 1-like protein","Cleft lip and palate transmembrane protein 1-like protein (clptm1l)","Cleft lip and palate transmembrane protein 1-like protein (clptm1l)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,-0.0207291524779509,1.08668135784476,-0.0793404719188062,0.938789789849292,1,-5.64204058835058
"CUST_25_PI426266615",64,122,5270,"Ac_10_137_171","Ac_10_137_171","CUST_25_PI426266615","FALSE","","Ac_10","EZ024210","Ac_10","","Glutathione S-transferase Mu 3 (GSTM3)","Glutathione S-transferase Mu 3 (GSTM3)","","reactive O2 species metabolism","metabolism of xenobiotics & drugs","response to xenobiotic","SR","Acropora millepora","coral",NA,NA,-0.0262667772383884,0.416983920871174,-0.0791743550536287,0.938917644457474,1,-5.64205363447176
"CUST_4_PI426246035",91,105,932,"222792020_EZ020408.1","222792020_EZ020408.1_658-960","CUST_4_PI426246035","FALSE","gi|222792020_EZ020408.1_658-960","EZ020408.1","EZ020408.1","EZ020408","fructose- -bisphosphatase 1","Fructose-1,6-bisphosphatase 1 (FBP1)","Fructose-1,6-bisphosphatase 1 (FBP1)","","gluconeogenesis","(revisit)","metabolism","NCF","Acropora millepora","coral",NA,NA,0.0219195338194829,0.175609625394313,0.0790938324260094,0.938979620720683,1,-5.64205994855926
"CUST_42_PI426244603",52,116,7241,"15081471_AF401282.1","15081471_AF401282.1_721-969","CUST_42_PI426244603","FALSE","gi|15081471_AF401282.1_721-969","AF401282.1","AF401282.1","AF401282","green fluorescent protein","green fluorescent protein","green fluorescent protein","","bioluminescence","bioluminescence","bioluminescence","NCF","Montastraea faveolata","coral",NA,NA,0.0219195338194829,0.175609625394313,0.0790938324260094,0.938979620720683,1,-5.64205994855926
"CUST_69_PI426266615",88,53,1450,"Ac_24_145_179","Ac_24_145_179","CUST_69_PI426266615","FALSE","","Ac_24","EZ036134","Ac_24","","28 kDa heat- and acid-stable phosphoprotein (PDAP1)","28 kDa heat- and acid-stable phosphoprotein (PDAP1)","","molecular chaperone","(revisit)","growth and development","NCF","Acropora millepora","coral",NA,NA,0.0402523119099026,0.428454629041158,0.0788207947031716,0.939189774378786,1,-5.64208131075122
"CUST_150_PI426264540",87,35,1623,"222544677_EZ000867.1","222544677_EZ000867.1_257-487","CUST_150_PI426264540","FALSE","gi|222544677_EZ000867.1_257-487","EZ000867.1","EZ000867.1","EZ000867","zinc fyve domain containing 1 (ZFYVE1)","Zinc finger FYVE domain-containing","Zinc finger FYVE domain-containing","","lipid_phospholipid_signaling_met","(revisit)","cellular signaling","NCF","Acropora millepora","coral",NA,NA,0.0362122398312739,0.629890135726065,0.0788112194502346,0.939197144421831,1,-5.64208205857091
"CUST_2_PI426266572",70,63,4397,"168989250_DQ483011.1","168989250_DQ483011.1_13-597","CUST_2_PI426266572","FALSE","gi|168989250_DQ483011.1_13-597","DQ483011.1","DQ483011.1","DQ483011","adhesion regulating","adhesion regulating molecule-like mRNA","adhesion regulating molecule-like mRNA","","cell adhesion","regulation of symbiosis","cell motility","MF","Symbiodinium sp. clade C","zooxanthellae",NA,NA,-0.0322278751366106,0.557280274301486,-0.0778608581326317,0.939928665759643,1,-5.64215582985425
"CUST_45_PI426226825",87,72,1523,"222791074_EZ019462.1","222791074_EZ019462.1_330-725","CUST_45_PI426226825","FALSE","gi|222791074_EZ019462.1_330-725","EZ019462.1","EZ019462.1","EZ019462","casp2 and ripk1 domain containing adaptor with death isoform cra_a","Death domain-containing protein CRADD (Cradd)","Death domain-containing protein CRADD (Cradd)","","apoptosis","DNA damage response","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0.0350484761859737,0.684526597456656,0.0777744328114912,0.939995192940213,1,-5.64216249425673
"CUST_44_PI426266615",94,31,477,"Ac_16_101_135","Ac_16_101_135","CUST_44_PI426266615","FALSE","","Ac_16","EZ003000","Ac_16","","Type I inositol-3,4-bisphosphate 4-phosphatase (Inpp4a)","Type I inositol-3,4-bisphosphate 4-phosphatase (Inpp4a)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0450672402314021,0.772995425824975,-0.0772673398217144,0.94038554549182,1,-5.64220144819616
"CUST_120_PI426227893",65,57,5220,"222784675_EZ013315.1","222784675_EZ013315.1_1411-1521","CUST_120_PI426227893","FALSE","gi|222784675_EZ013315.1_1411-1521","EZ013315.1","EZ013315.1","EZ013315","transducin-like enhancer protein 3-like","Transducin-like enhancer protein 3 (Tle3","Transducin-like enhancer protein 3 (Tle3","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.0243734375300482,0.202030319822931,0.0772228639478769,0.940419783175673,1,-5.64220485261667
"CUST_212_PI426227498",82,134,2312,"222548325_EZ004238.1","222548325_EZ004238.1_61-165","CUST_212_PI426227498","FALSE","gi|222548325_EZ004238.1_61-165","EZ004238.1","EZ004238.1","EZ004238","map3k12 binding inhibitory protein 1","MAP3K12-binding inhibitory protein 1 (Mbip)","MAP3K12-binding inhibitory protein 1 (Mbip)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0473294158761571,0.883867444089251,-0.0761043937825686,0.941280828896823,1,-5.64228982292459
"CUST_383_PI426266615",41,40,9083,"SpkCtrl:","SpkCtrl:","CUST_383_PI426266615","FALSE","","SpkCtrl:","AF198054","AF198054","","Arabidopsis thaliana NAC1","Arabidopsis thaliana NAC1","","Control ","(revisit)","Control","CTRL","Arabidopsis thaliana","plant",NA,NA,0.0202261177987601,0.209589674924706,0.0736286969764759,0.943187017843605,1,-5.64247350038198
"CUST_980_PI426227498",49,57,7844,"222786084_EZ014556.1","222786084_EZ014556.1_24-1498","CUST_980_PI426227498","FALSE","gi|222786084_EZ014556.1_24-1498","EZ014556.1","EZ014556.1","EZ014556","toll interacting protein","Toll-interacting protein (Tollip)","Toll-interacting protein (Tollip)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0311309999244478,0.38839385629745,0.0735547854307293,0.943243932918685,1,-5.6424788908202
"CUST_414_PI426227486",66,60,4973,"222793116_EZ021504.1","222793116_EZ021504.1_29-799","CUST_414_PI426227486","FALSE","gi|222793116_EZ021504.1_29-799","EZ021504.1","EZ021504.1","EZ021504","lactase-phlorizin hydrolase","Lactase-phlorizin hydrolase (LCT","Lactase-phlorizin hydrolase (LCT","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.0287457225212261,0.53654502336478,-0.0732272577029094,0.943496147582957,1,-5.6425027126756
"CUST_465_PI426227498",84,47,2109,"222781456_EZ010127.1","222781456_EZ010127.1_144-1190","CUST_465_PI426227498","FALSE","gi|222781456_EZ010127.1_144-1190","EZ010127.1","EZ010127.1","EZ010127","guanine nucleotide binding protein (g protein) beta polypeptide 1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (gnb1)","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (gnb1)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.023343154670227,1.86764393646177,-0.0721217037067202,0.944347536251363,1,-5.64258233834481
"CUST_238_PI426227486",80,125,2726,"222783756_EZ012416.1","222783756_EZ012416.1_45-498","CUST_238_PI426227486","FALSE","gi|222783756_EZ012416.1_45-498","EZ012416.1","EZ012416.1","EZ012416","m-phase phosphoprotein 6","M-phase phosphoprotein 6 (MPHOSPH6","M-phase phosphoprotein 6 (MPHOSPH6","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.0236266913634955,0.443077649067689,0.0721015974292608,0.94436302083701,1,-5.64258377526781
"CUST_17_PI426246029",86,86,1680,"222784062_EZ012720.1","222784062_EZ012720.1_171-440","CUST_17_PI426246029","FALSE","gi|222784062_EZ012720.1_171-440","EZ012720.1","EZ012720.1","EZ012720","chymotrypsinogen b1","Chymotrypsinogen B (Ctrb1)","Chymotrypsinogen B (Ctrb1)","","digestion_storage","protease_endopeptidase","proteolysis","MF","Acropora millepora","coral",NA,NA,0.0236266913634955,0.272344265664404,0.0719593393278549,0.944472579770242,1,-5.64259393051213
"CUST_174_PI426227893",87,28,1545,"222794733_EZ023121.1","222794733_EZ023121.1_49-975","CUST_174_PI426227893","FALSE","gi|222794733_EZ023121.1_49-975","EZ023121.1","EZ023121.1","EZ023121","ets domain-containing protein","Protein C-ets-1 (ETS1)","Protein C-ets-1 (ETS1)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,-0.0307358068473457,0.689098388030635,-0.0718624053621446,0.944547233410492,1,-5.64260083877348
"CUST_255_PI426227486",93,24,563,"222783949_EZ012607.1","222783949_EZ012607.1_15-329","CUST_255_PI426227486","FALSE","gi|222783949_EZ012607.1_15-329","EZ012607.1","EZ012607.1","EZ012607","queuine trna-ribosyltransferase 1","Queuine tRNA-ribosyltransferase (QTRT1","Queuine tRNA-ribosyltransferase (QTRT1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.0257442075517408,0.332278406768066,0.0714431158686069,0.944870155737626,1,-5.64263061347912
"CUST_285_PI426227486",91,5,982,"222784943_EZ013577.1","222784943_EZ013577.1_4-1195","CUST_285_PI426227486","FALSE","gi|222784943_EZ013577.1_4-1195","EZ013577.1","EZ013577.1","EZ013577","ral guanine nucleotide dissociation stimulator-like 1","Ral guanine nucleotide dissociation stimulator-like 1 (RGL1","Ral guanine nucleotide dissociation stimulator-like 1 (RGL1","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.0390420437612147,0.631578067945986,-0.0705527145093684,0.945555948355052,1,-5.64269326590548
"CUST_33_PI426226825",85,1,1968,"222785609_EZ014121.1","222785609_EZ014121.1_86-853","CUST_33_PI426226825","FALSE","gi|222785609_EZ014121.1_86-853","EZ014121.1","EZ014121.1","EZ014121","programmed cell death 6 interacting protein","Programmed cell death 6-interacting protein (Pdcd6ip)","Programmed cell death 6-interacting protein (Pdcd6ip)","","apoptosis","apoptosis","regulation of apoptosis","MF","Acropora millepora","coral",NA,NA,0.0366516115928766,0.623694595201892,0.0705090600638449,0.945589572534504,1,-5.64269631744159
"CUST_1114_PI426227498",82,111,2405,"222790385_EZ018773.1","222790385_EZ018773.1_183-305","CUST_1114_PI426227498","FALSE","gi|222790385_EZ018773.1_183-305","EZ018773.1","EZ018773.1","EZ018773","rho-associated protein kinase 2","Rho-associated protein kinase 2 (ROCK2)","Rho-associated protein kinase 2 (ROCK2)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,0.0333264379326367,0.68217140792834,0.070230290754385,0.945804293151894,1,-5.64271575951756
"CUST_340_PI426227486",83,144,2143,"222785850_EZ014332.1","222785850_EZ014332.1_91-1971","CUST_340_PI426227486","FALSE","gi|222785850_EZ014332.1_91-1971","EZ014332.1","EZ014332.1","EZ014332","quaking protein","Protein quaking (QKI","Protein quaking (QKI","","misc","(revisit)","misc (fix)","misc","Acropora millepora","coral",NA,NA,0.02826673756965,0.510864923470784,0.069944329829653,0.946024558006985,1,-5.64273562324424
"CUST_91_PI426227893",92,14,732,"222783413_EZ012078.1","222783413_EZ012078.1_94-459","CUST_91_PI426227893","FALSE","gi|222783413_EZ012078.1_94-459","EZ012078.1","EZ012078.1","EZ012078","histone acetyltransferase myst3","Histone acetyltransferase MYST3 (MYST3)","Histone acetyltransferase MYST3 (MYST3)","","transcription regulation","(revisit)","transcription","NCF","Acropora millepora","coral",NA,NA,0.0282667375696501,0.510864923470784,0.0699443298296532,0.946024558006985,1,-5.64273562324424
"CUST_60_PI426227486",79,51,2927,"222548934_EZ004847.1","222548934_EZ004847.1_96-251","CUST_60_PI426227486","FALSE","gi|222548934_EZ004847.1_96-251","EZ004847.1","EZ004847.1","EZ004847","type ii iodothyronine deiodinase","Type II iodothyronine deiodinase (Dio2","Type II iodothyronine deiodinase (Dio2","","misc","selenium binding_temp regulation","misc (fix)","misc","Acropora millepora","coral",NA,NA,-0.0172932291366185,0.137874664468081,-0.0692134666624126,0.946587536749912,1,-5.6427860235028
"CUST_1156_PI426227498",60,142,5916,"222791541_EZ019929.1","222791541_EZ019929.1_44-578","CUST_1156_PI426227498","FALSE","gi|222791541_EZ019929.1_44-578","EZ019929.1","EZ019929.1","EZ019929","dual specificity phosphatase 14","Dual specificity protein phosphatase 14 (DUSP14)","Dual specificity protein phosphatase 14 (DUSP14)","","signal transduction","(revisit)","signaling","MF","Acropora millepora","coral",NA,NA,-0.0376420692467913,1.19992387564799,-0.0692088240719973,0.946591113007737,1,-5.64278634196566
