"","Transcript.family","p.diff.expr","PostFC","RealFC","annotation","sequence.name","unique.ID","ortholog","homology.score","homolog","family.orthology","family.homology","additional.information"
"116","tr102071",0.999999999999561,0.0203860577766641,0.000142967723482737,NA,"salinity.id23312.tr102071","id23312","",29,"extracted_CDS GOMatch=D2HSD2 GOTerms=GO:0000242,GO:0005737 Gene=Pericentrin_ Match_Acc=O95613 length=364 region=3 run=R_2010_02_19_08_49_25_ xy=2523_3913","","","1_of_1_in_tr102071 len=212 id=23312 tr=102071"
"117","tr102086",0.966390488020139,2.95844288653249,3.13036033011608,NA,"salinity.id2385.tr102086","id2385","",NA,"","","","1_of_1_in_tr102086 len=215 id=2385 tr=102086"
"118","tr102169",0.999470059639577,0.365204434041815,0.364736128233058,NA,"salinity.id19299.tr102169","id19299","",NA,"","","","1_of_1_in_tr102169 len=1046 id=19299 tr=102169"
"119","tr102214",0.999998689782536,24.3829260566304,3404.11835266179,NA,"salinity.id6302.tr102214","id6302","",NA,"","","","1_of_1_in_tr102214 len=248 id=6302 tr=102214"
"120","tr102248",0.973728355530732,0.338736765735437,0.321205563596161,NA,"salinity.id6692.tr102248","id6692","",41,"extracted_CDS GOMatch=A7RLR6 GOTerms=GO:0003676,GO:0004386,GO:0005524,GO:0016817 Gene=ATP-dependent_RNA_and_DNA_helicase,_putative_ Match_Acc=B7PKK6 gene=isogroup05295 length=843 numContigs=1","","","1_of_1_in_tr102248 len=201 id=6692 tr=102248"
"121","tr102269",0.989816919327002,3.55867324847792,3.85808903021095,NA,"salinity.id14008.tr102269","id14008","extracted_CDS GOMatch=Q6NRH0 GOTerms=GO:0007275,GO:0016055 Gene=Kelch-like_protein_12_ Match_Acc=Q6NRH0 gene=isogroup12708 length=495 numContigs=1",NA,"","","","1_of_1_in_tr102269 len=228 id=14008 tr=102269"
"122","tr102284",0.956547930038832,4.19962922610625,5.09722083025296,NA,"salinity.id15228.tr102284","id15228","",NA,"","","","1_of_1_in_tr102284 len=225 id=15228 tr=102284"
"123","tr102381",0.999793412690662,17.0340064388323,2334.56687039666,NA,"salinity.id7161.tr102381","id7161","extracted_CDS length=352 region=3 run=R_2010_02_19_08_49_25_ xy=2342_3574",NA,"","","","1_of_1_in_tr102381 len=240 id=7161 tr=102381"
"124","tr102386",0.99998266413439,0.285632905635234,0.281110579641202,NA,"salinity.id33572.tr102386","id33572","",NA,"","","","1_of_1_in_tr102386 len=471 id=33572 tr=102386"
"125","tr102397",0.999999763900977,27.0552604631025,3793.04616439457,NA,"salinity.id8.tr102397","id8","",NA,"","","","1_of_1_in_tr102397 len=217 id=8 tr=102397"
"126","tr102406",0.970349021070974,3.8755894919945,4.4521154633301,NA,"salinity.id7795.tr102406","id7795","",16,"extracted_CDS GOMatch=Q9YGS2 GOTerms=GO:0003723,GO:0003964,GO:0006278 Gene=ORF2-encoded_protein_(Fragment)_ Match_Acc=Q3LG56 gene=isogroup13910 length=466 numContigs=1","","","1_of_1_in_tr102406 len=238 id=7795 tr=102406"
"127","tr102411",0.991823595729742,2.67128415323822,2.72589469747267,NA,"salinity.id14054.tr102411","id14054","",NA,"","","","1_of_1_in_tr102411 len=357 id=14054 tr=102411"
"128","tr102417",0.999495670572458,0.274351642486971,0.262066219672281,NA,"salinity.id23437.tr102417","id23437","",NA,"","","","1_of_1_in_tr102417 len=321 id=23437 tr=102417"
"129","tr102425",0.999981523567778,13.8954395078866,31.8438780537969,NA,"salinity.id26064.tr102425","id26064","",NA,"","","","1_of_1_in_tr102425 len=214 id=26064 tr=102425"
"130","tr102434",0.981500389413212,2.60908856808347,2.67368137078965,NA,"salinity.id5692.tr102434","id5692","",NA,"","","","1_of_1_in_tr102434 len=382 id=5692 tr=102434"
"131","tr102466",0.987997141118959,3.85754484168059,4.30327750732489,NA,"salinity.id26650.tr102466","id26650","",NA,"","","","1_of_1_in_tr102466 len=287 id=26650 tr=102466"
"132","tr102498",0.985150923269524,0.39770717448394,0.390712294309713,NA,"salinity.id28628.tr102498","id28628","extracted_CDS GOMatch=A7SBN5 GOTerms=GO:0003824,GO:0004222,GO:0006508,GO:0008270,GO:0046872 Gene=Peptidase_(Mitochondrial_processing)_alpha_ Match_Acc=Q68FX8 gene=isogroup25156 length=301 numContigs=1",NA,"","","","1_of_1_in_tr102498 len=324 id=28628 tr=102498"
"133","tr102521",0.999999998052768,35.0722636825185,4959.82959959289,NA,"salinity.id8383.tr102521","id8383","",NA,"","","","1_of_1_in_tr102521 len=296 id=8383 tr=102521"
"134","tr102530",1,70.4806945682733,10113.1231050522,NA,"salinity.id23380.tr102530","id23380","extracted_CDS GOMatch=A7RPM0 GOTerms=GO:0003924,GO:0005525,GO:0006184 length=354 region=3 run=R_2010_02_19_08_49_25_ xy=2336_3019",NA,"","","","1_of_1_in_tr102530 len=363 id=23380 tr=102530"
"135","tr102561",0.977187215645166,3.24621766787465,3.48886562508049,NA,"salinity.id8912.tr102561","id8912","extracted_CDS GOMatch=Q07FY6 GOTerms=GO:0005737,GO:0005886,GO:0016323,GO:0060319 Gene=NUMB_ Match_Acc=Q9PW30 gene=isogroup07861 length=696 numContigs=1",NA,"","","","1_of_1_in_tr102561 len=242 id=8912 tr=102561"
"136","tr102567",0.999921001770147,18.3701736420683,2529.03077626304,NA,"salinity.id4072.tr102567","id4072","",NA,"","","","1_of_1_in_tr102567 len=207 id=4072 tr=102567"
"137","tr102575",0.999992527698464,9.95636222568224,14.138496294629,NA,"salinity.id23952.tr102575","id23952","",NA,"","","","1_of_1_in_tr102575 len=283 id=23952 tr=102575"
"138","tr102578",0.999995687927196,0.200983043968895,0.189164042145891,NA,"salinity.id15076.tr102578","id15076","",NA,"","","","1_of_1_in_tr102578 len=292 id=15076 tr=102578"
"139","tr102613",0.969533988509084,3.09696061708217,3.30731597403732,NA,"salinity.id34067.tr102613","id34067","",NA,"","","","1_of_1_in_tr102613 len=232 id=34067 tr=102613"
"140","tr102641",0.973819442823385,0.328107738519624,0.308840909367748,NA,"salinity.id42849.tr102641","id42849","",NA,"","","","1_of_1_in_tr102641 len=212 id=42849 tr=102641"
"141","tr102652",0.999999999999869,53.7786045278228,7682.32428172233,NA,"salinity.id1818.tr102652","id1818","",NA,"","","","1_of_1_in_tr102652 len=448 id=1818 tr=102652"
"142","tr102682",0.999762683721701,5.37181472913346,6.13888843846651,NA,"salinity.id16939.tr102682","id16939","",NA,"","","","1_of_1_in_tr102682 len=251 id=16939 tr=102682"
"143","tr102727",0.968286114584548,0.361702839311712,0.346754458745813,NA,"salinity.id7532.tr102727","id7532","",NA,"","","","1_of_1_in_tr102727 len=245 id=7532 tr=102727"
"144","tr102728",0.998457713872285,0.279158284918971,0.264262555975632,NA,"salinity.id11857.tr102728","id11857","",NA,"","","","1_of_1_in_tr102728 len=241 id=11857 tr=102728"
"145","tr102731",0.999962816404055,4.59464041387,4.8916367305366,NA,"salinity.id13911.tr102731","id13911","",26,"extracted_CDS GOMatch=C3YPB6 GOTerms=GO:0016884 Gene=Amidase_ Match_Acc=Q1AVB7 gene=isogroup00470 length=1475 numContigs=2","","","1_of_1_in_tr102731 len=431 id=13911 tr=102731"
"146","tr102736",0.998835750084142,3.88738703799313,4.15773629237605,NA,"salinity.id48729.tr102736","id48729","",NA,"","","","1_of_1_in_tr102736 len=209 id=48729 tr=102736"
"147","tr102751",0.99998937041265,6.47636568193373,7.43724266267847,NA,"salinity.id9697.tr102751","id9697","",NA,"","","","1_of_1_in_tr102751 len=277 id=9697 tr=102751"
"148","tr102824",0.999999448113469,25.7190932598664,3598.58225852818,NA,"salinity.id4941.tr102824","id4941","",NA,"","","","1_of_1_in_tr102824 len=229 id=4941 tr=102824"
"149","tr10283",0.999993875405081,6.67719312789742,7.67330706708065,NA,"salinity.id14778.tr10283","id14778","",NA,"","","","1_of_1_in_tr10283 len=210 id=14778 tr=10283"
"150","tr102915",0.991460320698118,2.78818385940046,2.86431514169742,NA,"salinity.id20811.tr102915","id20811","",NA,"","","","1_of_1_in_tr102915 len=293 id=20811 tr=102915"
"151","tr102930",0.964252614997158,2.47927905754749,2.53866098481166,NA,"salinity.id38278.tr102930","id38278","extracted_CDS GOMatch=B1NLQ8 GOTerms=GO:0005737,GO:0005886 Gene=Folliculin_ Match_Acc=B1NLQ8 length=400 region=2 run=R_2010_02_19_08_49_25_ xy=1696_1468",NA,"","","","1_of_1_in_tr102930 len=375 id=38278 tr=102930"
"152","tr102945",0.99990382028391,3.20002561598597,3.24296239410972,NA,"salinity.id43622.tr102945","id43622","extracted_CDS GOMatch=A7SF01 GOTerms=GO:0005509 Gene=Calcyphosin-2_ Match_Acc=Q9GKR6 gene=isogroup17291 length=409 numContigs=1",NA,"","","","1_of_1_in_tr102945 len=703 id=43622 tr=102945"
"153","tr10298",0.998398751241446,0.350440277147875,0.344395127822137,NA,"salinity.id11354.tr10298","id11354","",NA,"","","","2_of_2_in_tr10298 len=254 id=11354 tr=10298"
"154","tr10298",0.998398751241446,0.350440277147875,0.344395127822137,NA,"salinity.id11353.tr10298","id11353","",NA,"","","","1_of_2_in_tr10298 len=268 id=11353 tr=10298"
"155","tr10304",0.999999999952931,5.0289908885639,5.03723276802156,NA,"salinity.id35190.tr10304","id35190","",NA,"","","","1_of_1_in_tr10304 len=2521 id=35190 tr=10304"
"156","tr103055",0.972944216374875,2.27420682524906,2.29432531302106,NA,"salinity.id30910.tr103055","id30910","",62,"extracted_CDS GOMatch=A7SIG3 GOTerms=GO:0008270 Gene=CG2991,_isoform_A_ Match_Acc=Q9VQI2 gene=isogroup02808 length=1250 numContigs=1","","","1_of_1_in_tr103055 len=357 id=30910 tr=103055"
"157","tr103063",0.999999844701472,27.7233440647205,3890.27811732776,NA,"salinity.id16023.tr103063","id16023","",NA,"","","","1_of_1_in_tr103063 len=217 id=16023 tr=103063"
"158","tr103093",0.998333409031233,0.295343898440182,0.282484385753024,NA,"salinity.id11601.tr103093","id11601","",NA,"","","","1_of_1_in_tr103093 len=213 id=11601 tr=103093"
"159","tr103095",0.991897341697176,0.36866300801894,0.360213633126577,NA,"salinity.id41936.tr103095","id41936","",NA,"","","","1_of_1_in_tr103095 len=266 id=41936 tr=103095"
"160","tr103113",0.999627699477352,4.09845990306841,4.37045114123257,NA,"salinity.id850.tr103113","id850","",NA,"","","","1_of_1_in_tr103113 len=310 id=850 tr=103113"
"161","tr103148",0.9999507949354,19.0382572436864,2626.26272919624,NA,"salinity.id13374.tr103148","id13374","",NA,"","","","1_of_1_in_tr103148 len=209 id=13374 tr=103148"
"162","tr103156",0.999499772018922,0.315313084358134,0.308023899489019,NA,"salinity.id27394.tr103156","id27394","extracted_CDS GOMatch=A7RGG0 GOTerms=GO:0005488 Gene=TTC21B_protein_ Match_Acc=A7MB60 gene=isogroup25285 length=297 numContigs=1",NA,"","","","1_of_1_in_tr103156 len=491 id=27394 tr=103156"
"163","tr103160",0.999999999869242,0.0912293170862558,0.078063982536607,NA,"salinity.id24025.tr103160","id24025","",NA,"","","","1_of_1_in_tr103160 len=316 id=24025 tr=103160"
"164","tr103189",0.996670086048841,2.8013529820494,2.85637570251012,NA,"salinity.id6727.tr103189","id6727","",68,"extracted_CDS GOMatch=A7SM51 GOTerms=GO:0003824,GO:0004056,GO:0005737,GO:0006526,GO:0042450 Gene=Argininosuccinate_lyase_ Match_Acc=C1BJG9 gene=isogroup01957 length=1609 numContigs=1","","","1_of_1_in_tr103189 len=421 id=6727 tr=103189"
"165","tr10319",0.999992245077586,21.7105916501584,3015.19054092901,NA,"salinity.id3985.tr10319","id3985","",NA,"","","","1_of_1_in_tr10319 len=204 id=3985 tr=10319"
"166","tr103248",0.999999639715888,26.3871768614845,3695.81421146137,NA,"salinity.id4186.tr103248","id4186","",NA,"","","","1_of_1_in_tr103248 len=235 id=4186 tr=103248"
"167","tr103266",0.995959569956465,0.378896238068675,0.373669686253173,NA,"salinity.id7018.tr103266","id7018","",10,"extracted_CDS GOMatch=A7RU69 GOTerms=GO:0004888,GO:0005488,GO:0007165,GO:0031224,GO:0045087 length=500 region=2 run=R_2010_02_19_08_49_25_ xy=1859_0269","","","1_of_1_in_tr103266 len=608 id=7018 tr=103266"
"168","tr10328",0.99999999086264,32.3999292760466,4570.90178786012,NA,"salinity.id13337.tr10328","id13337","",NA,"","","","1_of_1_in_tr10328 len=214 id=13337 tr=10328"
"169","tr10334",0.994077968605536,3.03305713950043,3.14748419263624,NA,"salinity.id32614.tr10334","id32614","",NA,"","","","1_of_1_in_tr10334 len=290 id=32614 tr=10334"
"170","tr10337",0.970654440506744,0.388970457784602,0.378237676061275,NA,"salinity.id20505.tr10337","id20505","",NA,"","","","1_of_1_in_tr10337 len=282 id=20505 tr=10337"
"171","tr10338",0.999969207794674,19.7063408453044,2723.49468212943,NA,"salinity.id34271.tr10338","id34271","extracted_CDS GOMatch=A7SXI1 GOTerms=GO:0016020 Gene=Transmembrane_7_superfamily_member_2_ Match_Acc=Q17QS8 gene=isogroup12433 length=502 numContigs=1",NA,"","","","1_of_1_in_tr10338 len=247 id=34271 tr=10338"
"172","tr103398",0.996859764029683,0.402263833937218,0.401239401341738,NA,"salinity.id34326.tr103398","id34326","",28,"extracted_CDS GOMatch=A7SQT2 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=MCG123152_ Match_Acc=D3Z0N4 gene=isogroup16307 length=422 numContigs=1","","","1_of_4_in_tr103398 len=489 id=34326 tr=103398"
"173","tr103398",0.996859764029683,0.402263833937218,0.401239401341738,NA,"salinity.id34328.tr103398","id34328","",29,"extracted_CDS GOMatch=A7SQT2 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=MCG123152_ Match_Acc=D3Z0N4 gene=isogroup16307 length=422 numContigs=1","","","3_of_4_in_tr103398 len=467 id=34328 tr=103398"
"174","tr103398",0.996859764029683,0.402263833937218,0.401239401341738,NA,"salinity.id34329.tr103398","id34329","",28,"extracted_CDS GOMatch=A7SQT2 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=MCG123152_ Match_Acc=D3Z0N4 gene=isogroup16307 length=422 numContigs=1","","","4_of_4_in_tr103398 len=498 id=34329 tr=103398"
"175","tr103398",0.996859764029683,0.402263833937218,0.401239401341738,NA,"salinity.id34327.tr103398","id34327","",29,"extracted_CDS GOMatch=A7SQT2 GOTerms=GO:0003735,GO:0005622,GO:0005840,GO:0006412 Gene=MCG123152_ Match_Acc=D3Z0N4 gene=isogroup16307 length=422 numContigs=1","","","2_of_4_in_tr103398 len=476 id=34327 tr=103398"
"176","tr103403",0.980105075700653,11.0212540242702,1459.47929399791,NA,"salinity.id9890.tr103403","id9890","",NA,"","","","1_of_1_in_tr103403 len=223 id=9890 tr=103403"
"177","tr10341",0.998544551278832,3.82979340446663,4.09475010299326,NA,"salinity.id30939.tr10341","id30939","",NA,"","","","1_of_1_in_tr10341 len=256 id=30939 tr=10341"
"178","tr103432",0.980943103931177,0.41487750580074,0.409045867347165,NA,"salinity.id1678.tr103432","id1678","",NA,"","","","1_of_1_in_tr103432 len=414 id=1678 tr=103432"
"179","tr103445",0.99912652163972,0.273105935928581,0.259113823784027,NA,"salinity.id34229.tr103445","id34229","",NA,"","","","1_of_1_in_tr103445 len=207 id=34229 tr=103445"
"180","tr103452",0.999663444307066,16.3659228372142,2237.33491746346,NA,"salinity.id13613.tr103452","id13613","extracted_CDS GOMatch=B3RN70 GOTerms=GO:0055085 Gene=CG14439_ Match_Acc=Q9W3W7 gene=isogroup27575 length=233 numContigs=1",NA,"","","","1_of_1_in_tr103452 len=215 id=13613 tr=103452"
"181","tr103461",0.999999981035822,0.17226706095963,0.164189294755419,NA,"salinity.id26566.tr103461","id26566","",21,"extracted_CDS Gene=Probable_phospholipid-transporting_ATPase_IM_ Match_Acc=Q8TF62 region=1 run=R_2010_02_19_08_49_25_ xy=0697_3828 length=512","","","1_of_1_in_tr103461 len=320 id=26566 tr=103461"
"182","tr103471",0.996206389159446,3.84056611563696,4.17296898285877,NA,"salinity.id20756.tr103471","id20756","",19,"extracted_CDS GOMatch=D2HRH0 GOTerms=GO:0005737,GO:0005886 Gene=Membrane_protein,_palmitoylated_5_(MAGUK_p55_subfamily_member_5)_ Match_Acc=Q4VBP4 gene=isogroup02575 length=1310 numContigs=1","","","1_of_1_in_tr103471 len=229 id=20756 tr=103471"
"183","tr103473",0.999999873535756,0.170857322260621,0.160454135320453,NA,"salinity.id21917.tr103473","id21917","",NA,"","","","1_of_1_in_tr103473 len=274 id=21917 tr=103473"
"184","tr103478",0.989112255286513,0.233413154734375,0.2007759965276,NA,"salinity.id21219.tr103478","id21219","",NA,"","","","1_of_1_in_tr103478 len=201 id=21219 tr=103478"
"185","tr103488",0.99997587702401,0.107860084614862,0.0748739732716333,NA,"salinity.id16215.tr103488","id16215","",NA,"","","","1_of_1_in_tr103488 len=205 id=16215 tr=103488"
"186","tr103495",0.999999986443532,31.7318456744286,4473.66983492692,NA,"salinity.id20902.tr103495","id20902","",NA,"","","","1_of_1_in_tr103495 len=251 id=20902 tr=103495"
"187","tr103517",0.999994330575291,0.173805707747644,0.157681295033635,NA,"salinity.id16276.tr103517","id16276","",NA,"","","","1_of_1_in_tr103517 len=254 id=16276 tr=103517"
"188","tr103554",0.99999999796332,18.13154313318,30.1114404578792,NA,"salinity.id33048.tr103554","id33048","",NA,"","","","1_of_1_in_tr103554 len=241 id=33048 tr=103554"
"189","tr103569",0.999872560949862,17.7020900404503,2431.79882332985,NA,"salinity.id21519.tr103569","id21519","extracted_CDS GOMatch=A7RVM8 GOTerms=GO:0005634,GO:0008270 Gene=L(3)mbt-like_2_(Drosophila),_isoform_CRA_e_ Match_Acc=Q8BHD5 gene=isogroup01875 length=1675 numContigs=1",NA,"","","","1_of_1_in_tr103569 len=227 id=21519 tr=103569"
"190","tr103574",0.999972925068389,4.51499159186106,4.77485274077692,NA,"salinity.id23328.tr103574","id23328","extracted_CDS GOMatch=C3ZFQ8 GOTerms=GO:0005622,GO:0007165,GO:0035556,GO:0046872 Gene=Hmha1_protein_ Match_Acc=B0JZA0 gene=isogroup07596 length=712 numContigs=1",NA,"","","","1_of_1_in_tr103574 len=258 id=23328 tr=103574"
"191","tr10358",0.999999377025699,0.138958674287158,0.121674107772122,NA,"salinity.id7187.tr10358","id7187","",NA,"","","","1_of_1_in_tr10358 len=207 id=7187 tr=10358"
"192","tr103688",0.99999505941493,22.3786752517764,3112.42249386221,NA,"salinity.id13038.tr103688","id13038","",NA,"","","","1_of_1_in_tr103688 len=210 id=13038 tr=103688"
"193","tr103749",0.953333464669624,0.421072934154057,0.412418395201657,NA,"salinity.id2968.tr103749","id2968","",NA,"","","","1_of_1_in_tr103749 len=387 id=2968 tr=103749"
"194","tr10376",0.992761111509933,2.87387895350185,2.96163406061951,NA,"salinity.id27946.tr10376","id27946","",NA,"","","","1_of_1_in_tr10376 len=391 id=27946 tr=10376"
"195","tr103762",0.999999756523256,14.2559105594817,23.5256211870327,NA,"salinity.id15101.tr103762","id15101","",NA,"","","","1_of_1_in_tr103762 len=284 id=15101 tr=103762"
"196","tr103792",0.99738039545072,0.28017242186116,0.263590980339004,NA,"salinity.id3439.tr103792","id3439","",NA,"","","","1_of_1_in_tr103792 len=203 id=3439 tr=103792"
"197","tr103793",0.999218363747147,4.07823767948327,4.38702926125436,NA,"salinity.id37492.tr103793","id37492","",14,"extracted_CDS GOMatch=C3ZAC6 GOTerms=GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468 Gene=Cell_division_protein_kinase_20_ Match_Acc=A8WIP6 gene=isogroup03933 length=1024 numContigs=1","","","1_of_1_in_tr103793 len=374 id=37492 tr=103793"
"198","tr103807",0.999999998052768,35.0722636825185,4959.82959959289,NA,"salinity.id554.tr103807","id554","",NA,"","","","1_of_1_in_tr103807 len=277 id=554 tr=103807"
"199","tr103820",0.999999999790296,39.0807652922267,5543.22131719206,NA,"salinity.id2786.tr103820","id2786","",NA,"","","","1_of_1_in_tr103820 len=204 id=2786 tr=103820"
"200","tr103837",0.999927641298211,4.2158661124398,4.4417315270928,NA,"salinity.id110.tr103837","id110","",NA,"","","","1_of_1_in_tr103837 len=300 id=110 tr=103837"
"201","tr10386",0.999999856532285,4.99358137139745,5.1689183328524,NA,"salinity.id18520.tr10386","id18520","",NA,"","","","1_of_1_in_tr10386 len=575 id=18520 tr=10386"
"202","tr103882",0.957089113700487,0.298479280542968,0.270318500381467,NA,"salinity.id2717.tr103882","id2717","",NA,"","","","1_of_1_in_tr103882 len=267 id=2717 tr=103882"
"203","tr103917",0.999999999999948,55.7828553326771,7974.02014052191,NA,"salinity.id19817.tr103917","id19817","",13,"extracted_CDS gene=isogroup20950 length=362 numContigs=1","","","1_of_1_in_tr103917 len=369 id=19817 tr=103917"
"204","tr103936",0.996614497074513,0.315910300078834,0.303586144521749,NA,"salinity.id6581.tr103936","id6581","extracted_CDS gene=isogroup27412 length=253 numContigs=1",NA,"","","","1_of_1_in_tr103936 len=296 id=6581 tr=103936"
"205","tr103953",0.999998792609536,4.27890587406499,4.38859712433409,NA,"salinity.id40424.tr103953","id40424","",NA,"","","","1_of_1_in_tr103953 len=741 id=40424 tr=103953"
"206","tr103954",0.999999763900977,27.0552604631025,3793.04616439457,NA,"salinity.id3380.tr103954","id3380","",19,"extracted_CDS GOMatch=C0PUI1 GOTerms=GO:0004872 Gene=Peroxisomal_proliferator-activated_receptor_A-interacting_complex_285_kDa_protein_(Fragment)_ Match_Acc=C0PUI1 gene=isogroup02540 length=1297 numContigs=1","","","1_of_1_in_tr103954 len=244 id=3380 tr=103954"
