TR102218_c3_g3_i1	sp-Q95334-AMPE_PIG	sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1
TR167632_c0_g1_i1	sp-Q16RL8-KLHDB_AEDAE	sp-Q16RL8-KLHDB_AEDAE Kelch-like protein diablo OS=Aedes aegypti GN=dbo PE=3 SV=1
TR167632_c0_g1_i1	sp-Q16RL8-KLHDB_AEDAE	sp-Q16RL8-KLHDB_AEDAE Kelch-like protein diablo OS=Aedes aegypti GN=dbo PE=3 SV=1
TR167632_c0_g1_i1	sp-Q16RL8-KLHDB_AEDAE	sp-Q16RL8-KLHDB_AEDAE Kelch-like protein diablo OS=Aedes aegypti GN=dbo PE=3 SV=1
TR167632_c0_g1_i1	sp-Q5ZKD9-KLH20_CHICK	sp-Q5ZKD9-KLH20_CHICK Kelch-like protein 20 OS=Gallus gallus GN=KLHL20 PE=2 SV=1
TR167632_c0_g1_i1	sp-Q7QGL0-KLHDB_ANOGA	sp-Q7QGL0-KLHDB_ANOGA Kelch-like protein diablo OS=Anopheles gambiae GN=dbo PE=3 SV=4
TR167632_c0_g1_i1	sp-Q7QGL0-KLHDB_ANOGA	sp-Q7QGL0-KLHDB_ANOGA Kelch-like protein diablo OS=Anopheles gambiae GN=dbo PE=3 SV=4
TR167632_c0_g1_i1	sp-Q7QGL0-KLHDB_ANOGA	sp-Q7QGL0-KLHDB_ANOGA Kelch-like protein diablo OS=Anopheles gambiae GN=dbo PE=3 SV=4
TR167645_c5_g1_i2	sp-Q9VXE5-PAKM_DROME	sp-Q9VXE5-PAKM_DROME Serine/threonine-protein kinase PAK mbt OS=Drosophila melanogaster GN=mbt PE=1 SV=2
TR167645_c5_g1_i2	sp-Q9VXE5-PAKM_DROME	sp-Q9VXE5-PAKM_DROME Serine/threonine-protein kinase PAK mbt OS=Drosophila melanogaster GN=mbt PE=1 SV=2
TR167645_c5_g1_i2	sp-Q8BTW9-PAK4_MOUSE	sp-Q8BTW9-PAK4_MOUSE Serine/threonine-protein kinase PAK 4 OS=Mus musculus GN=Pak4 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q8BTW9-PAK4_MOUSE	sp-Q8BTW9-PAK4_MOUSE Serine/threonine-protein kinase PAK 4 OS=Mus musculus GN=Pak4 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q8C015-PAK7_MOUSE	sp-Q8C015-PAK7_MOUSE Serine/threonine-protein kinase PAK 7 OS=Mus musculus GN=Pak7 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q8C015-PAK7_MOUSE	sp-Q8C015-PAK7_MOUSE Serine/threonine-protein kinase PAK 7 OS=Mus musculus GN=Pak7 PE=1 SV=1
TR167645_c5_g1_i2	sp-D4A280-PAK7_RAT	sp-D4A280-PAK7_RAT Serine/threonine-protein kinase PAK 7 OS=Rattus norvegicus GN=Pak7 PE=1 SV=1
TR167645_c5_g1_i2	sp-D4A280-PAK7_RAT	sp-D4A280-PAK7_RAT Serine/threonine-protein kinase PAK 7 OS=Rattus norvegicus GN=Pak7 PE=1 SV=1
TR167645_c5_g1_i2	sp-O96013-PAK4_HUMAN	sp-O96013-PAK4_HUMAN Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1
TR167645_c5_g1_i2	sp-O96013-PAK4_HUMAN	sp-O96013-PAK4_HUMAN Serine/threonine-protein kinase PAK 4 OS=Homo sapiens GN=PAK4 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q9P286-PAK7_HUMAN	sp-Q9P286-PAK7_HUMAN Serine/threonine-protein kinase PAK 7 OS=Homo sapiens GN=PAK7 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q9P286-PAK7_HUMAN	sp-Q9P286-PAK7_HUMAN Serine/threonine-protein kinase PAK 7 OS=Homo sapiens GN=PAK7 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q5R8Z4-PAK6_PONAB	sp-Q5R8Z4-PAK6_PONAB Serine/threonine-protein kinase PAK 6 OS=Pongo abelii GN=PAK6 PE=2 SV=1
TR167645_c5_g1_i2	sp-Q5R8Z4-PAK6_PONAB	sp-Q5R8Z4-PAK6_PONAB Serine/threonine-protein kinase PAK 6 OS=Pongo abelii GN=PAK6 PE=2 SV=1
TR167645_c5_g1_i2	sp-Q9NQU5-PAK6_HUMAN	sp-Q9NQU5-PAK6_HUMAN Serine/threonine-protein kinase PAK 6 OS=Homo sapiens GN=PAK6 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q9NQU5-PAK6_HUMAN	sp-Q9NQU5-PAK6_HUMAN Serine/threonine-protein kinase PAK 6 OS=Homo sapiens GN=PAK6 PE=1 SV=1
TR167645_c5_g1_i2	sp-Q3ULB5-PAK6_MOUSE	sp-Q3ULB5-PAK6_MOUSE Serine/threonine-protein kinase PAK 6 OS=Mus musculus GN=Pak6 PE=2 SV=1
TR167645_c5_g1_i2	sp-Q3ULB5-PAK6_MOUSE	sp-Q3ULB5-PAK6_MOUSE Serine/threonine-protein kinase PAK 6 OS=Mus musculus GN=Pak6 PE=2 SV=1
TR167645_c5_g1_i2	sp-Q8MV48-GALT7_DROME	sp-Q8MV48-GALT7_DROME N-acetylgalactosaminyltransferase 7 OS=Drosophila melanogaster GN=GalNAc-T2 PE=2 SV=2
TR167645_c5_g1_i2	sp-Q8MV48-GALT7_DROME	sp-Q8MV48-GALT7_DROME N-acetylgalactosaminyltransferase 7 OS=Drosophila melanogaster GN=GalNAc-T2 PE=2 SV=2
TR167676_c12_g1_i1	sp-Q6P0I8-EXOS6_DANRE	sp-Q6P0I8-EXOS6_DANRE Exosome complex component MTR3 OS=Danio rerio GN=exosc6 PE=2 SV=2
TR167676_c12_g1_i1	sp-Q28F19-EXOS6_XENTR	sp-Q28F19-EXOS6_XENTR Exosome complex component MTR3 OS=Xenopus tropicalis GN=exosc6 PE=2 SV=1
TR167676_c12_g1_i1	sp-Q8TYC1-RRP41_METKA	sp-Q8TYC1-RRP41_METKA Exosome complex component Rrp41 OS=Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938) GN=rrp41 PE=3 SV=1
TR167676_c12_g1_i1	sp-O59223-RRP41_PYRHO	sp-O59223-RRP41_PYRHO Exosome complex component Rrp41 OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) GN=rrp41 PE=3 SV=1
TR167676_c12_g1_i1	sp-Q8U0L9-RRP41_PYRFU	sp-Q8U0L9-RRP41_PYRFU Exosome complex component Rrp41 OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=rrp41 PE=3 SV=1
TR167676_c12_g1_i1	sp-Q9V119-RRP41_PYRAB	sp-Q9V119-RRP41_PYRAB Exosome complex component Rrp41 OS=Pyrococcus abyssi (strain GE5 / Orsay) GN=rrp41 PE=1 SV=1
TR167676_c12_g1_i1	sp-B6YSI2-RRP41_THEON	sp-B6YSI2-RRP41_THEON Exosome complex component Rrp41 OS=Thermococcus onnurineus (strain NA1) GN=rrp41 PE=3 SV=1
TR167676_c12_g1_i1	sp-O26779-RRP41_METTH	sp-O26779-RRP41_METTH Exosome complex component Rrp41 OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=rrp41 PE=1 SV=1
TR167676_c12_g1_i1	sp-Q5JIR6-RRP41_THEKO	sp-Q5JIR6-RRP41_THEKO Exosome complex component Rrp41 OS=Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) GN=rrp41 PE=3 SV=1
TR167676_c12_g1_i1	sp-Q9SP08-RRP41_ARATH	sp-Q9SP08-RRP41_ARATH Exosome complex component RRP41 homolog OS=Arabidopsis thaliana GN=RRP41 PE=1 SV=1
TR167759_c1_g1_i1	sp-Q32M88-ATHL1_HUMAN	sp-Q32M88-ATHL1_HUMAN Acid trehalase-like protein 1 OS=Homo sapiens GN=ATHL1 PE=1 SV=2
TR167759_c1_g1_i1	sp-A0JMP0-ATHL1_DANRE	sp-A0JMP0-ATHL1_DANRE Acid trehalase-like protein 1 OS=Danio rerio GN=athl1 PE=2 SV=1
TR167759_c1_g1_i1	sp-Q8BP56-ATHL1_MOUSE	sp-Q8BP56-ATHL1_MOUSE Acid trehalase-like protein 1 OS=Mus musculus GN=Athl1 PE=1 SV=1
TR167759_c1_g1_i1	sp-Q54KX5-ATHL1_DICDI	sp-Q54KX5-ATHL1_DICDI Acid trehalase-like protein 1 OS=Dictyostelium discoideum GN=athl1 PE=3 SV=2
TR167759_c1_g1_i1	sp-Q8L163-KOJP_THEBR	sp-Q8L163-KOJP_THEBR Kojibiose phosphorylase OS=Thermoanaerobacter brockii GN=kojP PE=1 SV=1
TR167759_c1_g1_i1	sp-Q8RBL8-KOJP_CALS4	sp-Q8RBL8-KOJP_CALS4 Kojibiose phosphorylase OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=kojP PE=3 SV=1
TR167759_c1_g1_i1	sp-Q8GRC3-TREP_GEOSE	sp-Q8GRC3-TREP_GEOSE Alpha,alpha-trehalose phosphorylase OS=Geobacillus stearothermophilus GN=treP PE=1 SV=1
TR167759_c1_g1_i1	sp-Q8L164-TREP_THEBR	sp-Q8L164-TREP_THEBR Alpha,alpha-trehalose phosphorylase OS=Thermoanaerobacter brockii GN=treP PE=1 SV=1
TR167759_c1_g1_i1	sp-P48016-ATH1_YEAST	sp-P48016-ATH1_YEAST Vacuolar acid trehalase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATH1 PE=1 SV=1
TR167759_c1_g1_i1	sp-D4B5H9-ATC1_ARTBC	sp-D4B5H9-ATC1_ARTBC Cell wall acid trehalase ARB_03719 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) GN=ARB_03719 PE=1 SV=1
TR170124_c0_g2_i2	sp-Q8BGT0-OSTM1_MOUSE	sp-Q8BGT0-OSTM1_MOUSE Osteopetrosis-associated transmembrane protein 1 OS=Mus musculus GN=Ostm1 PE=1 SV=1
TR170124_c0_g2_i2	sp-Q86WC4-OSTM1_HUMAN	sp-Q86WC4-OSTM1_HUMAN Osteopetrosis-associated transmembrane protein 1 OS=Homo sapiens GN=OSTM1 PE=1 SV=1
TR170124_c0_g2_i2	sp-Q09322-YR53_CAEEL	sp-Q09322-YR53_CAEEL Uncharacterized protein F42A8.3 OS=Caenorhabditis elegans GN=F42A8.3 PE=1 SV=2
TR170141_c0_g1_i3	sp-Q9UGC6-RGS17_HUMAN	sp-Q9UGC6-RGS17_HUMAN Regulator of G-protein signaling 17 OS=Homo sapiens GN=RGS17 PE=1 SV=2
TR170141_c0_g1_i3	sp-Q9PWA0-RGS17_CHICK	sp-Q9PWA0-RGS17_CHICK Regulator of G-protein signaling 17 OS=Gallus gallus GN=RGS17 PE=2 SV=1
TR170141_c0_g1_i3	sp-O70521-RGS19_RAT	sp-O70521-RGS19_RAT Regulator of G-protein signaling 19 OS=Rattus norvegicus GN=Rgs19 PE=1 SV=1
TR170141_c0_g1_i3	sp-P49795-RGS19_HUMAN	sp-P49795-RGS19_HUMAN Regulator of G-protein signaling 19 OS=Homo sapiens GN=RGS19 PE=1 SV=1
TR170141_c0_g1_i3	sp-Q9QZB0-RGS17_MOUSE	sp-Q9QZB0-RGS17_MOUSE Regulator of G-protein signaling 17 OS=Mus musculus GN=Rgs17 PE=1 SV=1
TR170141_c0_g1_i3	sp-P49808-RGS2_CAEEL	sp-P49808-RGS2_CAEEL Regulator of G-protein signaling rgs-2 OS=Caenorhabditis elegans GN=rgs-2 PE=1 SV=1
TR170141_c0_g1_i3	sp-Q9PWA1-RGS20_CHICK	sp-Q9PWA1-RGS20_CHICK Regulator of G-protein signaling 20 OS=Gallus gallus GN=RGS20 PE=2 SV=1
TR170141_c0_g1_i3	sp-Q9CX84-RGS19_MOUSE	sp-Q9CX84-RGS19_MOUSE Regulator of G-protein signaling 19 OS=Mus musculus GN=Rgs19 PE=1 SV=1
TR170141_c0_g1_i3	sp-Q08DC7-RGS19_BOVIN	sp-Q08DC7-RGS19_BOVIN Regulator of G-protein signaling 19 OS=Bos taurus GN=RGS19 PE=2 SV=1
TR170141_c0_g1_i3	sp-P34295-RGS1_CAEEL	sp-P34295-RGS1_CAEEL Regulator of G-protein signaling rgs-1 OS=Caenorhabditis elegans GN=rgs-1 PE=2 SV=3
TR172767_c2_g1_i4	sp-P46087-NOP2_HUMAN	sp-P46087-NOP2_HUMAN Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2 PE=1 SV=2
TR172767_c2_g1_i4	sp-Q922K7-NOP2_MOUSE	sp-Q922K7-NOP2_MOUSE Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Mus musculus GN=Nop2 PE=1 SV=1
TR172767_c2_g1_i4	sp-O94268-NOP2_SCHPO	sp-O94268-NOP2_SCHPO 25S rRNA (cytosine-C(5))-methyltransferase nop2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=nop2 PE=1 SV=1
TR172767_c2_g1_i4	sp-P40991-NOP2_YEAST	sp-P40991-NOP2_YEAST 25S rRNA (cytosine(2870)-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP2 PE=1 SV=1
TR172767_c2_g1_i4	sp-Q60343-TRM4_METJA	sp-Q60343-TRM4_METJA tRNA (cytosine(48)-C(5))-methyltransferase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=trm4 PE=1 SV=1
TR172767_c2_g1_i4	sp-Q9V106-TRCM_PYRAB	sp-Q9V106-TRCM_PYRAB tRNA (cytosine(49)-C(5))-methyltransferase OS=Pyrococcus abyssi (strain GE5 / Orsay) GN=PYRAB06230 PE=1 SV=1
TR172767_c2_g1_i4	sp-Q87PA5-RSMF_VIBPA	sp-Q87PA5-RSMF_VIBPA Ribosomal RNA small subunit methyltransferase F OS=Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) GN=rsmF PE=3 SV=1
TR172767_c2_g1_i4	sp-C3LMI5-RSMF_VIBCM	sp-C3LMI5-RSMF_VIBCM Ribosomal RNA small subunit methyltransferase F OS=Vibrio cholerae serotype O1 (strain M66-2) GN=rsmF PE=3 SV=2
TR172767_c2_g1_i4	sp-Q9KRY1-RSMF_VIBCH	sp-Q9KRY1-RSMF_VIBCH Ribosomal RNA small subunit methyltransferase F OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) GN=rsmF PE=3 SV=2
TR172767_c2_g1_i4	sp-Q8FGS9-RSMF_ECOL6	sp-Q8FGS9-RSMF_ECOL6 Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) GN=rsmF PE=3 SV=2
TR173513_c10_g1_i2	sp-Q29RZ2-PPWD1_BOVIN	sp-Q29RZ2-PPWD1_BOVIN Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Bos taurus GN=PPWD1 PE=2 SV=1
TR173513_c10_g1_i2	sp-Q96BP3-PPWD1_HUMAN	sp-Q96BP3-PPWD1_HUMAN Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1
TR173513_c10_g1_i2	sp-Q8CEC6-PPWD1_MOUSE	sp-Q8CEC6-PPWD1_MOUSE Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Mus musculus GN=Ppwd1 PE=1 SV=2
TR173513_c10_g1_i2	sp-Q5NVL7-PPWD1_PONAB	sp-Q5NVL7-PPWD1_PONAB Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Pongo abelii GN=PPWD1 PE=2 SV=1
TR173513_c10_g1_i2	sp-Q6P0Q8-MAST2_HUMAN	sp-Q6P0Q8-MAST2_HUMAN Microtubule-associated serine/threonine-protein kinase 2 OS=Homo sapiens GN=MAST2 PE=1 SV=2
TR173513_c10_g1_i2	sp-Q9Y2H9-MAST1_HUMAN	sp-Q9Y2H9-MAST1_HUMAN Microtubule-associated serine/threonine-protein kinase 1 OS=Homo sapiens GN=MAST1 PE=1 SV=2
TR173513_c10_g1_i2	sp-Q9Y2H9-MAST1_HUMAN	sp-Q9Y2H9-MAST1_HUMAN Microtubule-associated serine/threonine-protein kinase 1 OS=Homo sapiens GN=MAST1 PE=1 SV=2
TR173513_c10_g1_i2	sp-Q810W7-MAST1_RAT	sp-Q810W7-MAST1_RAT Microtubule-associated serine/threonine-protein kinase 1 OS=Rattus norvegicus GN=Mast1 PE=1 SV=1
TR173513_c10_g1_i2	sp-Q810W7-MAST1_RAT	sp-Q810W7-MAST1_RAT Microtubule-associated serine/threonine-protein kinase 1 OS=Rattus norvegicus GN=Mast1 PE=1 SV=1
TR173513_c10_g1_i2	sp-Q9R1L5-MAST1_MOUSE	sp-Q9R1L5-MAST1_MOUSE Microtubule-associated serine/threonine-protein kinase 1 OS=Mus musculus GN=Mast1 PE=1 SV=3
TR173513_c10_g1_i2	sp-Q9R1L5-MAST1_MOUSE	sp-Q9R1L5-MAST1_MOUSE Microtubule-associated serine/threonine-protein kinase 1 OS=Mus musculus GN=Mast1 PE=1 SV=3
TR173513_c10_g1_i2	sp-Q811L6-MAST4_MOUSE	sp-Q811L6-MAST4_MOUSE Microtubule-associated serine/threonine-protein kinase 4 OS=Mus musculus GN=Mast4 PE=1 SV=3
TR173513_c10_g1_i2	sp-Q811L6-MAST4_MOUSE	sp-Q811L6-MAST4_MOUSE Microtubule-associated serine/threonine-protein kinase 4 OS=Mus musculus GN=Mast4 PE=1 SV=3
TR173513_c10_g1_i2	sp-O15021-MAST4_HUMAN	sp-O15021-MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4 PE=1 SV=3
TR173513_c10_g1_i2	sp-O15021-MAST4_HUMAN	sp-O15021-MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens GN=MAST4 PE=1 SV=3
TR410331_c0_g2_i1	sp-P55249-LX12E_MOUSE	sp-P55249-LX12E_MOUSE Arachidonate 12-lipoxygenase, epidermal-type OS=Mus musculus GN=Alox12e PE=2 SV=1
TR410331_c0_g2_i1	sp-P12530-LOX15_RABIT	sp-P12530-LOX15_RABIT Arachidonate 15-lipoxygenase OS=Oryctolagus cuniculus GN=ALOX15 PE=1 SV=3
TR410331_c0_g2_i1	sp-D3ZQF9-LX12E_RAT	sp-D3ZQF9-LX12E_RAT Arachidonate 12-lipoxygenase, epidermal-type OS=Rattus norvegicus GN=Alox12e PE=3 SV=1
TR410331_c0_g2_i1	sp-Q5RBE8-LOX15_PONAB	sp-Q5RBE8-LOX15_PONAB Arachidonate 15-lipoxygenase OS=Pongo abelii GN=ALOX15 PE=2 SV=3
TR410331_c0_g2_i1	sp-P16050-LOX15_HUMAN	sp-P16050-LOX15_HUMAN Arachidonate 15-lipoxygenase OS=Homo sapiens GN=ALOX15 PE=1 SV=3
TR410331_c0_g2_i1	sp-P16469-LOX15_PIG	sp-P16469-LOX15_PIG Arachidonate 15-lipoxygenase OS=Sus scrofa GN=ALOX15 PE=1 SV=3
TR410331_c0_g2_i1	sp-P39654-LOX15_MOUSE	sp-P39654-LOX15_MOUSE Arachidonate 15-lipoxygenase OS=Mus musculus GN=Alox15 PE=1 SV=4
TR410331_c0_g2_i1	sp-P27479-LOX15_BOVIN	sp-P27479-LOX15_BOVIN Arachidonate 15-lipoxygenase OS=Bos taurus GN=ALOX15 PE=1 SV=3
TR410331_c0_g2_i1	sp-P18054-LOX12_HUMAN	sp-P18054-LOX12_HUMAN Arachidonate 12-lipoxygenase, 12S-type OS=Homo sapiens GN=ALOX12 PE=1 SV=4
TR410331_c0_g2_i1	sp-Q02759-LOX15_RAT	sp-Q02759-LOX15_RAT Arachidonate 15-lipoxygenase OS=Rattus norvegicus GN=Alox15 PE=1 SV=3
TR79930_c3_g1_i7	sp-P49815-TSC2_HUMAN	sp-P49815-TSC2_HUMAN Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2
TR79930_c3_g1_i7	sp-P49815-TSC2_HUMAN	sp-P49815-TSC2_HUMAN Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2
TR79930_c3_g1_i7	sp-P49816-TSC2_RAT	sp-P49816-TSC2_RAT Tuberin OS=Rattus norvegicus GN=Tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-P49816-TSC2_RAT	sp-P49816-TSC2_RAT Tuberin OS=Rattus norvegicus GN=Tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-Q61037-TSC2_MOUSE	sp-Q61037-TSC2_MOUSE Tuberin OS=Mus musculus GN=Tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-Q61037-TSC2_MOUSE	sp-Q61037-TSC2_MOUSE Tuberin OS=Mus musculus GN=Tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-Q9UUG9-TSC2_SCHPO	sp-Q9UUG9-TSC2_SCHPO Tuberous sclerosis 2 protein homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-Q9UUG9-TSC2_SCHPO	sp-Q9UUG9-TSC2_SCHPO Tuberous sclerosis 2 protein homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=tsc2 PE=1 SV=1
TR79930_c3_g1_i7	sp-Q09716-YA3B_SCHPO	sp-Q09716-YA3B_SCHPO Uncharacterized protein C18B11.11 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC18B11.11 PE=4 SV=1
TR80652_c0_g1_i2	sp-Q7KTX8-MED13_DROME	sp-Q7KTX8-MED13_DROME Mediator of RNA polymerase II transcription subunit 13 OS=Drosophila melanogaster GN=skd PE=1 SV=1
TR80652_c0_g1_i2	sp-Q7KTX8-MED13_DROME	sp-Q7KTX8-MED13_DROME Mediator of RNA polymerase II transcription subunit 13 OS=Drosophila melanogaster GN=skd PE=1 SV=1
TR80652_c0_g1_i2	sp-Q7KTX8-MED13_DROME	sp-Q7KTX8-MED13_DROME Mediator of RNA polymerase II transcription subunit 13 OS=Drosophila melanogaster GN=skd PE=1 SV=1
TR80652_c0_g1_i2	sp-Q6JPI3-MD13L_MOUSE	sp-Q6JPI3-MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus GN=Med13l PE=1 SV=2
TR80652_c0_g1_i2	sp-Q6JPI3-MD13L_MOUSE	sp-Q6JPI3-MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus GN=Med13l PE=1 SV=2
TR80652_c0_g1_i2	sp-Q6JPI3-MD13L_MOUSE	sp-Q6JPI3-MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus GN=Med13l PE=1 SV=2
TR80652_c0_g1_i2	sp-Q6JPI3-MD13L_MOUSE	sp-Q6JPI3-MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus GN=Med13l PE=1 SV=2
TR80652_c0_g1_i2	sp-Q71F56-MD13L_HUMAN	sp-Q71F56-MD13L_HUMAN Mediator of RNA polymerase II transcription subunit 13-like OS=Homo sapiens GN=MED13L PE=1 SV=1
TR80652_c0_g1_i2	sp-Q71F56-MD13L_HUMAN	sp-Q71F56-MD13L_HUMAN Mediator of RNA polymerase II transcription subunit 13-like OS=Homo sapiens GN=MED13L PE=1 SV=1
TR80652_c0_g1_i2	sp-Q71F56-MD13L_HUMAN	sp-Q71F56-MD13L_HUMAN Mediator of RNA polymerase II transcription subunit 13-like OS=Homo sapiens GN=MED13L PE=1 SV=1
TR80652_c0_g1_i2	sp-Q71F56-MD13L_HUMAN	sp-Q71F56-MD13L_HUMAN Mediator of RNA polymerase II transcription subunit 13-like OS=Homo sapiens GN=MED13L PE=1 SV=1
TR80652_c0_g1_i2	sp-Q71F56-MD13L_HUMAN	sp-Q71F56-MD13L_HUMAN Mediator of RNA polymerase II transcription subunit 13-like OS=Homo sapiens GN=MED13L PE=1 SV=1
TR80652_c0_g1_i2	sp-Q9UHV7-MED13_HUMAN	sp-Q9UHV7-MED13_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q9UHV7-MED13_HUMAN	sp-Q9UHV7-MED13_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q9UHV7-MED13_HUMAN	sp-Q9UHV7-MED13_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q9UHV7-MED13_HUMAN	sp-Q9UHV7-MED13_HUMAN Mediator of RNA polymerase II transcription subunit 13 OS=Homo sapiens GN=MED13 PE=1 SV=3
TR80652_c0_g1_i2	sp-Q5SWW4-MED13_MOUSE	sp-Q5SWW4-MED13_MOUSE Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=1 SV=1
TR80652_c0_g1_i2	sp-Q5SWW4-MED13_MOUSE	sp-Q5SWW4-MED13_MOUSE Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=1 SV=1
TR80652_c0_g1_i2	sp-Q5SWW4-MED13_MOUSE	sp-Q5SWW4-MED13_MOUSE Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=1 SV=1
TR80652_c0_g1_i2	sp-Q5SWW4-MED13_MOUSE	sp-Q5SWW4-MED13_MOUSE Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=1 SV=1
TR80652_c0_g1_i2	sp-A2VCZ5-MD13L_DANRE	sp-A2VCZ5-MD13L_DANRE Mediator of RNA polymerase II transcription subunit 13-like OS=Danio rerio GN=zgc:153454 PE=2 SV=1
TR80652_c0_g1_i2	sp-A2VCZ5-MD13L_DANRE	sp-A2VCZ5-MD13L_DANRE Mediator of RNA polymerase II transcription subunit 13-like OS=Danio rerio GN=zgc:153454 PE=2 SV=1
TR80652_c0_g1_i2	sp-A2VCZ5-MD13L_DANRE	sp-A2VCZ5-MD13L_DANRE Mediator of RNA polymerase II transcription subunit 13-like OS=Danio rerio GN=zgc:153454 PE=2 SV=1
TR80652_c0_g1_i2	sp-A2VCZ5-MD13L_DANRE	sp-A2VCZ5-MD13L_DANRE Mediator of RNA polymerase II transcription subunit 13-like OS=Danio rerio GN=zgc:153454 PE=2 SV=1
TR80652_c0_g1_i2	sp-P0C657-MED13_CAEBR	sp-P0C657-MED13_CAEBR Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis briggsae GN=let-19 PE=3 SV=2
TR80652_c0_g1_i2	sp-P0C657-MED13_CAEBR	sp-P0C657-MED13_CAEBR Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis briggsae GN=let-19 PE=3 SV=2
TR80652_c0_g1_i2	sp-P0C657-MED13_CAEBR	sp-P0C657-MED13_CAEBR Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis briggsae GN=let-19 PE=3 SV=2
TR80652_c0_g1_i2	sp-P0C657-MED13_CAEBR	sp-P0C657-MED13_CAEBR Mediator of RNA polymerase II transcription subunit 13 OS=Caenorhabditis briggsae GN=let-19 PE=3 SV=2
